候選人,推薦政黨,當選註記,序號,交易日期,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P
卓恩宗,信心希望聯盟,,2,104/12/10,營利事業捐贈收入,13497670,聖愛禮儀社,2000,,是,新竹縣湖口鄉,
黃昭展,無黨籍,,1,105/01/14,營利事業捐贈收入,28040030,慶諭工程有限公司,100000,,是,南投縣草屯鎮,
黃昭展,無黨籍,,2,105/1/6,營利事業捐贈收入,28040030,慶諭工程有限公司,100000,,是,南投縣草屯鎮,
黃昭展,無黨籍,,3,105/1/5,營利事業捐贈收入,83409989,雄輝工程有限公司,5000,,是,高雄市前鎮區,
李婉鈺,無黨籍,,1,105/01/14,營利事業捐贈收入,25062559,日溢國際有限公司,10000,,是,新北市板橋區,
李婉鈺,無黨籍,,2,105/01/14,營利事業捐贈收入,53640379,鴻鼎土地開發有限公司,100000,,是,臺北市中山區,
李婉鈺,無黨籍,,3,105/01/06,營利事業捐贈收入,16205893,九太科技股份有限公司,200000,,是,新北市中和區,
李婉鈺,無黨籍,,4,104/12/29,營利事業捐贈收入,99684960,永祺國際商行,10000,,是,高雄市三民區,
李婉鈺,無黨籍,,5,104/12/28,營利事業捐贈收入,97127095,永鑫汽車租賃有限公司,20000,,是,臺北市松山區,
李婉鈺,無黨籍,,6,104/12/28,營利事業捐贈收入,22124820,舜韋營造股份有限公司,20000,,是,臺北市中山區,
李婉鈺,無黨籍,,7,104/12/28,營利事業捐贈收入,34327589,奇吉工業股份有限公司,100000,,是,新北市中和區,
李婉鈺,無黨籍,,8,104/12/28,營利事業捐贈收入,07209709,協明化工股份有限公司,20000,,是,新北市板橋區,
李婉鈺,無黨籍,,9,104/12/28,營利事業捐贈收入,54313057,皓皓表演藝術有限公司,10000,,是,新北市板橋區,
李婉鈺,無黨籍,,10,104/12/17,營利事業捐贈收入,28585671,女兒紅餐飲事業股份有限公司,50000,,是,臺中市南屯區,
李婉鈺,無黨籍,,11,104/12/08,營利事業捐贈收入,11059409,大華建設股份有限公司,200000,,是,臺北市內湖區,
李婉鈺,無黨籍,,12,104/12/08,營利事業捐贈收入,29075654,大天人網路科技股份有限公司,50000,,是,臺北市中山區,
賴立竹,無黨籍,,1,105/1/12,營利事業捐贈收入,16436748,寶豐資產管理股份有限公司,200000,,是,臺北市松山區,
陳茂嘉,中國國民黨,,1,105/01/08,營利事業捐贈收入,13135656,晉楊實業有限公司,100000,,是,臺北市中山區,
陳茂嘉,中國國民黨,,2,105/01/05,營利事業捐贈收入,12529007,環泰企業股份有限公司,100000,,是,桃園巿蘆竹區,
陳茂嘉,中國國民黨,,3,105/01/04,營利事業捐贈收入,97424736,永錡彭厝加油站股份有限公司,500000,,是,新北市樹林區,
陳茂嘉,中國國民黨,,4,104/12/16,營利事業捐贈收入,53220806,新瓦股份有限公司,100000,,是,新北市新莊區,
廖婉汝,中國國民黨,,1,104/12/3,營利事業捐贈收入,54632974,萬利菸草股份有限公司,24000,,否,高雄市仁武區,
邱靖雅,民國黨,,1,105/01/04,營利事業捐贈收入,94781149,亞利通運股份有限公司,500000,,是,花蓮縣新城鄉,
邱靖雅,民國黨,,2,104/12/31,營利事業捐贈收入,53979337,萬德福貿易有限公司,200000,,是,桃園巿桃園區,
邱靖雅,民國黨,,3,104/12/29,營利事業捐贈收入,16235897,永全精密塑膠模具有限公司,10000,,是,新竹縣竹北市,
邱靖雅,民國黨,,4,104/12/09,營利事業捐贈收入,86934557,萬晉興業有限公司,50000,,是,臺南市永康區,
邱靖雅,民國黨,,5,104/12/08,營利事業捐贈收入,54806334,創意數位科技有限公司,30000,,是,新竹市北區中,
邱靖雅,民國黨,,6,104/12/04,營利事業捐贈收入,13045212,阡福不動產仲介經紀有限公司,3000,,是,新竹縣竹東鎮,
邱靖雅,民國黨,,7,104/12/03,營利事業捐贈收入,54246500,品捷精密股份有限公司,60000,,是,新竹縣竹北市,
邱靖雅,民國黨,,8,104/12/01,營利事業捐贈收入,16231344,龍賀企業有限公司,45000,,否,新竹市北區海,
邱靖雅,民國黨,,9,104/12/01,營利事業捐贈收入,53979337,萬德福貿易有限公司,200000,,是,桃園市桃園區,
黃源甫,無黨籍,,1,105/1/6,營利事業捐贈收入,28643258,舜威都市開發股份有限公司,16888,,是,新竹市東大路,
林其瑩,社會福利黨,,1,104/12/27,營利事業捐贈收入,28448136,鋒霖建設股份有限公司,20000,,是,新北市永和區,
吳淑敏,無黨籍,,1,104/12/22,營利事業捐贈收入,80069825,沛錦科技股份有限公司,100000,,是,新竹縣竹東鎮,
翁琬甯,中華統一促進黨,,1,104/12/21,營利事業捐贈收入,70585934,昇咨企業股份有限公司,16000,,是,臺南市永康區,
鄭村棋,人民民主陣線,,1,104/12/26,營利事業捐贈收入,48723103,流浪觀點義式餐坊,2000,,是,臺北市士林區,
鄭村棋,人民民主陣線,,2,104/12/18,營利事業捐贈收入,38482013,榮河商事股份有限公司大安店,60000,,否,臺北市大安區,
黃璽文,中國國民黨,,1,105/01/12,營利事業捐贈收入,97486021,萬通汽車修理廠有限公司,100000,,是,桃園市八德區,
黃璽文,中國國民黨,,2,105/01/06,營利事業捐贈收入,84152487,光隆瀝青股份有限公司,500000,,是,高雄市鳳山區,
黃璽文,中國國民黨,,3,105/01/04,營利事業捐贈收入,85893781,光順營造股份有限公司,500000,,是,高雄市鳳山區,
黃璽文,中國國民黨,,4,104/12/08,營利事業捐贈收入,28662254,非鐵工業股份有限公司,1000000,,是,嘉義縣太保巿,
黃璽文,中國國民黨,,5,104/10/20,營利事業捐贈收入,84152487,光隆瀝青股份有限公司,500000,,是,高雄市鳳山區,
李俊俋,民主進步黨,*,1,105/01/15,營利事業捐贈收入,06298561,保證責任臺灣省嘉南羊乳運銷合作社,100000,,是,嘉義縣太保巿,
李俊俋,民主進步黨,*,2,105/01/12,營利事業捐贈收入,87969391,佳品行,3000,,是,嘉義縣中埔鄉,
李俊俋,民主進步黨,*,3,104/12/29,營利事業捐贈收入,80165756,遠銀財產保險代理人股份有限公司,1000000,,是,臺北市中正區,
李俊俋,民主進步黨,*,4,104/12/26,營利事業捐贈收入,23561073,壯安股份有限公司,50000,,是,臺南市後壁區,
李俊俋,民主進步黨,*,5,104/12/23,營利事業捐贈收入,66289377,壽元化學工業股份有限公司,100000,,是,嘉義市西區湖,
李俊俋,民主進步黨,*,6,104/12/15,營利事業捐贈收入,53932663,東鴻投資興業股份有限公司,100000,,是,高雄市前鎮區,
李俊俋,民主進步黨,*,7,104/12/15,營利事業捐贈收入,53158275,元鴻能源科技股份有限公司,100000,,是,屏東縣林邊鄉,
李俊俋,民主進步黨,*,8,104/12/15,營利事業捐贈收入,23050240,偉僑股份有限公司,300000,,是,新北市中和區,
李俊俋,民主進步黨,*,9,104/12/15,營利事業捐贈收入,54295157,偉僑科技股份有限公司,200000,,是,新北市中和區,
李俊俋,民主進步黨,*,10,104/12/14,營利事業捐贈收入,93936460,一安藥局,50000,,是,嘉義市西區福,
李俊俋,民主進步黨,*,11,104/12/12,營利事業捐贈收入,89586639,嘉強電子股份有限公司,80000,,是,嘉義市西區北,
李俊俋,民主進步黨,*,12,104/12/08,營利事業捐贈收入,66398190,光興塑膠機械廠股份有限公司,100000,,是,嘉義縣太保巿,
李俊俋,民主進步黨,*,13,104/12/07,營利事業捐贈收入,16716121,照順投資股份有限公司,8000,,否,臺南市中西區,
李俊俋,民主進步黨,*,14,104/12/04,營利事業捐贈收入,89586639,嘉強電子股份有限公司,202000,,是,嘉義市西區北,
李俊俋,民主進步黨,*,15,104/12/02,營利事業捐贈收入,66398190,光興塑膠機械廠股份有限公司,300000,,是,嘉義市仁愛路,
李俊俋,民主進步黨,*,16,104/11/30,營利事業捐贈收入,53981122,奕晟投資開發有限公司,1000000,,是,嘉義市東區太,
李俊俋,民主進步黨,*,17,104/11/23,營利事業捐贈收入,70646828,弘安藥粧生活館有限公司,50000,,是,嘉義市西區北,
李俊俋,民主進步黨,*,18,104/11/23,營利事業捐贈收入,33400105,福華工程股份有限公司,100000,,是,臺北市信義區,
李俊俋,民主進步黨,*,19,104/11/06,營利事業捐贈收入,14511600,資証房屋企業社,20000,,是,嘉義市東區公,
李俊俋,民主進步黨,*,20,104/11/03,營利事業捐贈收入,53630246,鳳鳴廣告有限公司,71831,,是,嘉義市東區蘭,
李俊俋,民主進步黨,*,21,104/10/27,營利事業捐贈收入,28762303,宏揚鷹架有限公司,100000,,是,嘉義縣民雄鄉,
李俊俋,民主進步黨,*,22,104/09/25,營利事業捐贈收入,93936102,大象商行,10000,,是,,
李俊俋,民主進步黨,*,23,104/09/20,營利事業捐贈收入,70717246,金龍冠食品股份有限公司,20000,,是,北斗村中正路,
李俊俋,民主進步黨,*,24,104/09/20,營利事業捐贈收入,70717246,金龍冠食品股份有限公司,100000,,是,嘉義縣民雄鄉,
李俊俋,民主進步黨,*,25,104/09/17,營利事業捐贈收入,42041664,聯合電信工程股份有限公司,20000,,是,嘉義市豐年里,
李俊俋,民主進步黨,*,26,104/09/17,營利事業捐贈收入,84223645,昌利企業有限公司,20000,,是,嘉義市東區長,
李俊俋,民主進步黨,*,27,104/09/17,營利事業捐贈收入,29088187,馬可家國際有限公司,50000,,是,嘉義市玉峪街,
李俊俋,民主進步黨,*,28,104/09/16,營利事業捐贈收入,53646280,三合美食品股份有限公司,20000,,是,嘉義縣民雄鄉,
李俊俋,民主進步黨,*,29,104/09/08,營利事業捐贈收入,66286110,大峯山莊,50000,,是,嘉義縣阿里山,
李俊俋,民主進步黨,*,30,104/09/08,營利事業捐贈收入,65408971,阿里山神木賓舘,100000,,是,嘉義縣阿里山,
李俊俋,民主進步黨,*,31,104/09/08,營利事業捐贈收入,66552117,萬國別,50000,,是,嘉義縣阿里山,
李俊俋,民主進步黨,*,32,104/09/08,營利事業捐贈收入,66539614,文山賓館,100000,,是,嘉義縣阿里山,
李俊俋,民主進步黨,*,33,104/09/08,營利事業捐贈收入,65236325,高峰大飯店,100000,,是,嘉義縣阿里山,
李俊俋,民主進步黨,*,34,104/09/08,營利事業捐贈收入,66539972,高山青大飯店,100000,,是,嘉義縣阿里山,
李俊俋,民主進步黨,*,35,104/09/08,營利事業捐贈收入,66540056,青山別館,50000,,是,嘉義縣阿里山,
李俊俋,民主進步黨,*,36,104/09/08,營利事業捐贈收入,25759677,光陽廚衛企業社,10000,,是,,
李俊俋,民主進步黨,*,37,104/09/08,營利事業捐贈收入,65604209,森田工業股份有限公司,10000,,是,,
李俊俋,民主進步黨,*,38,104/09/08,營利事業捐贈收入,16933648,聯嶧企業有限公司,10000,,是,嘉義市西區紅,
李俊俋,民主進步黨,*,39,104/09/08,營利事業捐贈收入,65604209,森田工業股份有限公司,10000,,是,嘉義縣水上鄉,
李俊俋,民主進步黨,*,40,104/09/08,營利事業捐贈收入,25186995,美拓開發工業有限公司,10000,,是,嘉義市東區後,
李俊俋,民主進步黨,*,41,104/09/08,營利事業捐贈收入,89566943,宏彬開發有限公司,10000,,是,嘉義縣新港鄉,
李俊俋,民主進步黨,*,42,104/09/08,營利事業捐贈收入,13031580,金宇泰建設有限公司,10000,,是,嘉義市西區新,
李俊俋,民主進步黨,*,43,104/09/08,營利事業捐贈收入,27422524,石都國際景觀石材有限公司,10000,,是,嘉義市北湖里,
李俊俋,民主進步黨,*,44,104/09/08,營利事業捐贈收入,54554793,昇級廣告有限公司,10000,,是,臺南市南區廣,
李俊俋,民主進步黨,*,45,104/09/08,營利事業捐贈收入,97247583,力有營造有限公司,10000,,是,嘉義市西區重,
李俊俋,民主進步黨,*,46,104/08/31,營利事業捐贈收入,25168188,易星有限公司,100000,,是,嘉義縣民雄鄉,
李俊俋,民主進步黨,*,47,104/08/28,營利事業捐贈收入,97215007,啟東實業有限公司,100000,,是,嘉義市保忠三,
李俊俋,民主進步黨,*,48,104/06/25,營利事業捐贈收入,16341193,佳仕堡商務飯店股份有限公司,300000,,是,嘉義縣太保巿,
黃偉哲,民主進步黨,*,1,105/01/15,營利事業捐贈收入,97029382,華軒室內裝修設計工程有限公司,50000,,是,臺南市安平區,
黃偉哲,民主進步黨,*,2,105/01/15,營利事業捐贈收入,22939607,奕凱企業股份有限公司,100000,,是,臺南市永康區,
黃偉哲,民主進步黨,*,3,105/01/15,營利事業捐贈收入,23794354,三民營造股份有限公司,250000,,是,臺南市新市區,
黃偉哲,民主進步黨,*,4,104/12/31,營利事業捐贈收入,27727173,品適建築股份有限公司,300000,,是,臺北市羅斯福,
黃偉哲,民主進步黨,*,5,104/12/29,營利事業捐贈收入,69924056,期美科技股份有限公司,200000,,是,臺南市西港區,
黃偉哲,民主進步黨,*,6,104/12/29,營利事業捐贈收入,29697908,國際大旅,100000,,是,臺北市北投區,
黃偉哲,民主進步黨,*,7,104/12/28,營利事業捐贈收入,84511287,八德開發股份有限公司,200000,,是,臺南市左鎮區,
黃偉哲,民主進步黨,*,8,104/12/28,營利事業捐贈收入,86638042,嘉進建設股份有限公司,100000,,是,臺南市永康區,
黃偉哲,民主進步黨,*,9,104/12/23,營利事業捐贈收入,43787872,光洋應用材料科技股份有限公司,100000,,是,臺南市安南區,
黃偉哲,民主進步黨,*,10,104/12/17,營利事業捐贈收入,28488690,老虎開發股份有限公司,100000,,是,臺北市信義區,
黃偉哲,民主進步黨,*,11,104/12/15,營利事業捐贈收入,16716121,照順投資股份有限公司,8000,,否,臺南市中西區,
黃偉哲,民主進步黨,*,12,104/12/13,營利事業捐贈收入,89876095,邰偉工業股份有限公司,50000,,是,臺南市官田區,
黃偉哲,民主進步黨,*,13,104/12/10,營利事業捐贈收入,29033542,杰華精密工業股份有限公司,100000,,是,新北市樹林區,
黃偉哲,民主進步黨,*,14,104/12/09,營利事業捐贈收入,29129201,高野大飯店股份有限公司,100000,,是,臺東縣卑南鄉,
黃偉哲,民主進步黨,*,15,104/12/09,營利事業捐贈收入,97481996,永三和企業有限公司,10000,,是,臺南市南區濱,
黃偉哲,民主進步黨,*,16,104/12/07,營利事業捐贈收入,89715958,日揚營造股份有限公司,100000,,是,臺南市永康區,
黃偉哲,民主進步黨,*,17,104/12/07,營利事業捐贈收入,86754914,北揚建設股份有限公司,100000,,是,臺南市永康區,
黃偉哲,民主進步黨,*,18,104/11/30,營利事業捐贈收入,97238228,寬仕工業股份有限公司,100000,,是,臺南市關廟區,
黃偉哲,民主進步黨,*,19,104/11/26,營利事業捐贈收入,23250583,建新國際股份有限公司,200000,,是,臺中市梧棲區,
黃偉哲,民主進步黨,*,20,104/11/26,營利事業捐贈收入,27556369,六星集股份有限公司,100000,,是,臺北市松山區,
黃偉哲,民主進步黨,*,21,104/11/25,營利事業捐贈收入,72016282,佳大化工股份有限公司,100000,,是,臺南市善化區,
黃偉哲,民主進步黨,*,22,104/11/15,營利事業捐贈收入,53175231,重光化工股份有限公司,100000,,是,屏東縣內埔鄉,
黃偉哲,民主進步黨,*,23,104/11/10,營利事業捐贈收入,84317489,喬成工程有限公司,500000,,是,高雄市燕巢區,
黃偉哲,民主進步黨,*,24,104/07/02,營利事業捐贈收入,16480645,五角科技股份有限公司,50000,,是,高雄市三民區,
黃偉哲,民主進步黨,*,25,104/07/01,營利事業捐贈收入,16480645,五角科技股份有限公司,100000,,是,高雄市三民區,
江啟臣,中國國民黨,*,1,105/01/08,營利事業捐贈收入,84381073,豐客房屋仲介股份有限公司,6600,,是,臺中市大里區,
江啟臣,中國國民黨,*,2,105/01/08,營利事業捐贈收入,13039437,黎龍營造有限公司,30000,,是,臺中市石岡區,
江啟臣,中國國民黨,*,3,105/01/08,營利事業捐贈收入,84962310,長隆玻璃工業股份有限公司,30000,,是,臺中市潭子區,
江啟臣,中國國民黨,*,4,105/01/05,營利事業捐贈收入,55837778,承鋒鑄造工業股份有限公司,100000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,5,104/12/28,營利事業捐贈收入,56715605,東海生物科技股份有限公司,300000,,是,臺中市梧棲區,
江啟臣,中國國民黨,*,6,104/12/28,營利事業捐贈收入,80244112,惠友建設股份有限公司,100000,,是,臺中市美村路,
江啟臣,中國國民黨,*,7,104/12/25,營利事業捐贈收入,55825288,千大鋁業有限公司,100000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,8,104/12/24,營利事業捐贈收入,23937228,昱帆機械工業股份有限公司,30000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,9,104/12/23,營利事業捐贈收入,89779143,昭力實業股份有限公司,36000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,10,104/12/22,營利事業捐贈收入,12896740,廣翔旅行社股份有限公司,50000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,11,104/12/21,營利事業捐贈收入,23985071,富宇建設股份有限公司,100000,,是,臺中市西屯區,
江啟臣,中國國民黨,*,12,104/12/21,營利事業捐贈收入,72058206,太子建設開發股份有限公司,100000,,是,臺中市崇德路,
江啟臣,中國國民黨,*,13,104/12/15,營利事業捐贈收入,23851093,東霙營造股份有限公司,300000,,是,臺中市南屯區,
江啟臣,中國國民黨,*,14,104/12/15,營利事業捐贈收入,55056800,民安化學工業股份有限公司,20000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,15,104/12/15,營利事業捐贈收入,23678159,向陽車業股份有限公司,80000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,16,104/12/12,營利事業捐贈收入,55959672,亞欣捲門股份有限公司,80000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,17,104/12/09,營利事業捐贈收入,12788221,旺詮營造有限公司,25000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,18,104/12/09,營利事業捐贈收入,89341369,國敦建設股份有限公司,25000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,19,104/12/08,營利事業捐贈收入,23700883,銀泰科技股份有限公司,100000,,是,臺中市神岡區,
江啟臣,中國國民黨,*,20,104/12/08,營利事業捐贈收入,22065097,聯立汽車有限公司,123900,,是,新竹市中華路,
江啟臣,中國國民黨,*,21,104/12/07,營利事業捐贈收入,49701774,冠軍建材股份有限公司,300000,,是,苗栗縣竹南鎮,
江啟臣,中國國民黨,*,22,104/12/07,營利事業捐贈收入,55834316,協洲塑膠企業股份有限公司,10000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,23,104/12/02,營利事業捐贈收入,53626284,微亜投資股份有限公司,100000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,24,104/11/30,營利事業捐贈收入,23111844,日進證券股份有限公司,200000,,是,苗栗縣苗栗市,
江啟臣,中國國民黨,*,25,104/11/20,營利事業捐贈收入,55667817,來永實業股份有限公司,150000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,26,104/11/20,營利事業捐贈收入,70605657,晶宜科技股份有限公司,200000,,是,苗栗縣竹南鎮,
江啟臣,中國國民黨,*,27,104/11/20,營利事業捐贈收入,05699785,永年發機械工業有限公司,20000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,28,104/11/17,營利事業捐贈收入,29122919,旭陽國際精機股份有限公司,300000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,29,104/11/09,營利事業捐贈收入,12862116,中台資源科技股份有限公司,100000,,是,桃園市觀音區,
江啟臣,中國國民黨,*,30,104/11/09,營利事業捐贈收入,12862116,中台資源科技股份有限公司,100000,,是,桃園市觀音區,
江啟臣,中國國民黨,*,31,104/11/04,營利事業捐贈收入,86772342,豐瀅實業有限公司,10000,,是,,
江啟臣,中國國民黨,*,32,104/10/23,營利事業捐贈收入,56807040,鋁台精機廠股份有限公司,100000,,是,臺中市神岡區,
江啟臣,中國國民黨,*,33,104/10/08,營利事業捐贈收入,70798937,集合成環保科技股份有限公司,100000,,是,彰化縣伸港鄉,
江啟臣,中國國民黨,*,34,104/10/05,營利事業捐贈收入,27590900,大豐環保科技股份有限公司,300000,,是,臺中市北屯區,
江啟臣,中國國民黨,*,35,104/10/05,營利事業捐贈收入,97487393,啟輝投資股份有限公司,200000,,是,臺中市市政北,
江啟臣,中國國民黨,*,36,104/09/25,營利事業捐贈收入,53634171,新社森林股份有限公司,99970,,是,臺中市西屯區,
江啟臣,中國國民黨,*,37,104/07/23,營利事業捐贈收入,55920939,弘昇油漆股份有限公司,100000,,是,臺中市豐原區,
江啟臣,中國國民黨,*,38,104/07/22,營利事業捐贈收入,55966110,億典企業股份有限公司,100000,,是,臺中市神岡區,
江啟臣,中國國民黨,*,39,104/06/03,營利事業捐贈收入,55845290,天葆化學工業股份有限公司,500000,,是,苗栗縣三義鄉,
羅致政,民主進步黨,*,1,105/01/05,營利事業捐贈收入,84238669,億進實業股份有限公司,300000,,是,臺北市內湖區,
羅致政,民主進步黨,*,2,104/12/31,營利事業捐贈收入,22519817,毅遠投資股份有限公司,500000,,是,新北市五股區,
羅致政,民主進步黨,*,3,104/12/29,營利事業捐贈收入,53220806,新瓦股份有限公司,100000,,是,新北市三重區,
羅致政,民主進步黨,*,4,104/12/25,營利事業捐贈收入,22397429,北大欣股份有限公司,100000,,是,臺北市中正區,
羅致政,民主進步黨,*,5,104/12/15,營利事業捐贈收入,16716121,照順投資股份有限公司,9600,,否,臺南市中西區,
羅致政,民主進步黨,*,6,104/12/10,營利事業捐贈收入,36126411,錩鋼精密科技股份有限公司,100000,,是,新北市新莊區,
羅致政,民主進步黨,*,7,104/12/10,營利事業捐贈收入,79953728,啟寶國際開發股份有限公司,900000,,是,桃園巿桃園區,
羅致政,民主進步黨,*,8,104/12/09,營利事業捐贈收入,78325399,僑王機車行,3000,,是,新北市板橋區,
羅致政,民主進步黨,*,9,104/12/07,營利事業捐贈收入,70495547,廣旺股份有限公司,20000,,是,新北市林口區,
羅致政,民主進步黨,*,10,104/12/02,營利事業捐贈收入,86642469,上勝建設企業有限公司,500000,,是,新北市中和區,
羅致政,民主進步黨,*,11,104/11/23,營利事業捐贈收入,33400105,福華工程股份有限公司,100000,,是,新北市汐止區,
羅致政,民主進步黨,*,12,104/11/17,營利事業捐贈收入,70678757,橋正機電股份有限公司,200000,,是,新北市板橋區,
羅致政,民主進步黨,*,13,104/11/06,營利事業捐贈收入,24554135,維新網股份有限公司,36000,,是,臺北市松山區,
羅致政,民主進步黨,*,14,104/11/04,營利事業捐贈收入,22859168,發明家科技開發股份有限公司,10000,,是,臺北市中正區,
羅致政,民主進步黨,*,15,104/10/31,營利事業捐贈收入,07209709,協明化工股份有限公司,100000,,是,新北市板橋區,
羅致政,民主進步黨,*,16,104/10/27,營利事業捐贈收入,80647699,日鑫開發股份有限公司,100000,,是,臺北市中山區,
羅致政,民主進步黨,*,17,104/10/26,營利事業捐贈收入,22958907,全國加油站股份有限公司,1000000,,是,臺北市文山區,
羅致政,民主進步黨,*,18,104/10/13,營利事業捐贈收入,22887039,卓揚五金股份有限公司,100000,,是,新北市新莊區,
羅致政,民主進步黨,*,19,104/10/13,營利事業捐贈收入,86666813,漢振機電股份有限公司,200000,,是,新北市板橋區,
羅致政,民主進步黨,*,20,104/9/13,營利事業捐贈收入,97121254,吉霖國際股份有限公司,20000,,是,新北市三重區,
羅致政,民主進步黨,*,21,104/09/01,營利事業捐贈收入,27587243,總酆工程股份有限公司,200000,,是,新北市樹林區,
羅致政,民主進步黨,*,22,104/08/24,營利事業捐贈收入,23469771,大昌證券股份有限公司,100000,,是,新北市板橋區,
羅致政,民主進步黨,*,23,104/08/20,營利事業捐贈收入,84981745,宏國紙印花有限公司,100000,,是,新北市樹林區,
羅致政,民主進步黨,*,24,104/08/13,營利事業捐贈收入,80290332,巴斯威爾股份有限公司,50000,,是,桃園巿蘆竹區,
羅致政,民主進步黨,*,25,104/08/03,營利事業捐贈收入,28849913,百鐵鋼材企業有限公司,10000,,是,新北市蘆洲區,
羅致政,民主進步黨,*,26,104/07/31,營利事業捐贈收入,36054205,利眾貿易股份有限公司,60000,,是,新北市新店區,
羅致政,民主進步黨,*,27,104/07/25,營利事業捐贈收入,22517515,錦辰精密工業股份有限公司,10000,,是,新北市板橋區,
羅致政,民主進步黨,*,28,104/07/25,營利事業捐贈收入,29096356,綠水建設股份有限公司,100000,,是,新北市中和區,
羅致政,民主進步黨,*,29,104/07/25,營利事業捐贈收入,70539307,北鎮國際軸承貿易有限公司,20000,,是,臺北市大同區,
羅致政,民主進步黨,*,30,104/07/24,營利事業捐贈收入,86387072,君建企業有限公司,40000,,是,新北市板橋區,
羅致政,民主進步黨,*,31,104/07/24,營利事業捐贈收入,25078383,標捷光電科技股份有限公司,100000,,是,新北市新莊區,
羅致政,民主進步黨,*,32,104/07/24,營利事業捐贈收入,79978811,豪景企業有限公司,10000,,是,新北市板橋區,
羅致政,民主進步黨,*,33,104/07/24,營利事業捐贈收入,25003362,花岩休閒有限公司,100000,,是,新北市三峽區,
羅致政,民主進步黨,*,34,104/07/24,營利事業捐贈收入,43707884,寶馨實業股份有限公司,100000,,是,桃園市平鎮區,
羅致政,民主進步黨,*,35,104/07/24,營利事業捐贈收入,54043370,華鼎流通事業股份有限公司,50000,,是,新北市五股區,
羅致政,民主進步黨,*,36,104/07/24,營利事業捐贈收入,54172612,華捷旅行社股份有限公司,20000,,是,臺北市松山區,
羅致政,民主進步黨,*,37,104/07/24,營利事業捐贈收入,96950339,嘉敏營造有限公司,100000,,是,新北市三峽區,
羅致政,民主進步黨,*,38,104/07/21,營利事業捐贈收入,55778010,良有營造股份有限公司,20000,,是,新北市泰山區,
羅致政,民主進步黨,*,39,104/07/21,營利事業捐贈收入,09451498,新英電機有限公司,20000,,是,新北市新莊區,
羅致政,民主進步黨,*,40,104/07/20,營利事業捐贈收入,25089831,大豐吉室內裝修有限公司,10000,,是,,
羅致政,民主進步黨,*,41,104/07/20,營利事業捐贈收入,01982682,川慶科技股份有限公司,10000,,是,,
羅致政,民主進步黨,*,42,104/07/17,營利事業捐贈收入,86667263,永紡企業股份有限公司,100000,,是,新北市新莊區,
羅致政,民主進步黨,*,43,104/07/17,營利事業捐贈收入,22318987,瑞中澱粉工業股份有限公司,20000,,是,新北市土城區,
羅致政,民主進步黨,*,44,104/07/17,營利事業捐贈收入,28199066,艾澌克企業股份有限公司,100000,,是,新北市深坑區,
羅致政,民主進步黨,*,45,104/07/17,營利事業捐贈收入,23589972,尊貿化學有限公司,100000,,是,臺北市松山區,
羅致政,民主進步黨,*,46,104/07/15,營利事業捐贈收入,34631759,德偉木業有限公司,100000,,是,新北市板橋區,
羅致政,民主進步黨,*,47,104/07/08,營利事業捐贈收入,35348007,強生化學製藥廠股份有限公司,200000,,是,新北市三重區,
羅致政,民主進步黨,*,48,104/07/07,營利事業捐贈收入,34631759,德偉木業有限公司,100000,,是,新北市板橋區,
羅致政,民主進步黨,*,49,104/07/02,營利事業捐贈收入,24532956,源信企業股份有限公司,100000,,是,臺北市大同區,
羅致政,民主進步黨,*,50,104/06/24,營利事業捐贈收入,07209709,協明化工股份有限公司,20000,,是,新北市板橋區,
羅致政,民主進步黨,*,51,104/06/23,營利事業捐贈收入,27556369,六星集股份有限公司,100000,,是,臺北市松山區,
羅致政,民主進步黨,*,52,104/06/05,營利事業捐贈收入,53101392,愛沙龍股份有限公司,50000,,是,臺北市大安區,
羅致政,民主進步黨,*,53,104/06/04,營利事業捐贈收入,27611047,寶德建設股份有限公司,300000,,是,新北市新莊區,
羅致政,民主進步黨,*,54,104/06/04,營利事業捐贈收入,53191387,聯振勝工程有限公司,100000,,是,新北市新莊區,
羅致政,民主進步黨,*,55,104/06/04,營利事業捐贈收入,27773437,翔第有限公司,100000,,是,新北市樹林區,
賴瑞隆,民主進步黨,*,1,105/01/15,營利事業捐贈收入,53248277,金鋐金屬工程有限公司,100000,,是,高雄市小港區,
賴瑞隆,民主進步黨,*,2,104/12/31,營利事業捐贈收入,23089343,帝隴企業有限公司,30000,,是,高雄市鳳山區,
