屆數,姓名,會計報告書金額,明細金額,,查詢結果
第七屆,劉建國,5466086,5446086,-20000,"會計報告書營利事業捐贈收入明細金額5,446,086收支結算表營利事業捐贈收入金額會配合修正。"
